papertitle,semanticscholarid,link
Combining Large Language Models and Gradient-Free Optimization for Automatic Control Policy Synthesis,f4a6c64cb85d0e484fc71e43e4b65886f72433be,https://sites.google.com/berkeley.edu/colmo
Communication and Verification in LLM Agents towards Collaboration under Information Asymmetry,30e9c2f48435c9919c5f5a62456bb5d834cd6947,https://github.com/Roihn/EinsteinPuzzles
ComoRAG: A Cognitive-Inspired Memory-Organized RAG for Stateful Long Narrative Reasoning,fb178481bd79c43410930adb2557c486eb38b334,https://github.com/EternityJune25/ComoRAG
Comparing Knowledge Injection Methods for LLMs in a Low-Resource Regime,1df94dd35eb1a6d6ea2154adeea0b513b7925360,https://github.com/hugoabonizio/knowledge-injection-methods/
Comparison of traditional vs novel approach to define cancer-associated bleeding,c20320965a4fb4fce7fbdcf268812a4fa411db37,https://nlpmed.demo.angli-lab.com
CompliantVLA-adaptor: VLM-Guided Variable Impedance Action for Safe Contact-Rich Manipulation,e2f546a19c650a75d9bcca3aa94a7b7c3779e474,https://sites.google.com/view/compliantvla
Computational Imaging Meets LLMs: Zero-Shot IDH Mutation Prediction in Brain Gliomas,095ec755e23a0c45505093c15012c8aa3b526739,https://github.com/ATPLab-LUMS/CIM-LLM
Computer-Use Agents as Judges for Generative User Interface,3085e5fce9bb9cde9ddd1acef39cf224138ad0a1,https://github.com/showlab/AUI
Concepts in Motion: Temporal Bottlenecks for Interpretable Video Classification,432ab5e8e65222c8323282f7db7dcd44342accde,https://github.com/patrick-knab/MoTIF}{github.com/patrick-knab/MoTIF}$
ConceptViz: A Visual Analytics Approach for Exploring Concepts in Large Language Models,efea100a6ed1eab51e7996098d8a342704b693ab,https://github.com/Happy-Hippo209/conceptViz
Consistency of Local and Global Flatness for Federated Learning,5b77895198d5a31aa62003c1abd97a08e2f4306a,https://github.com/junkangLiu0/FedNSAM
Constructing Ophthalmic MLLM for Positioning-diagnosis Collaboration Through Clinical Cognitive Chain Reasoning,2b84882ba1245af6d15dd8d28e0acc89f7b8bac1,https://github.com/MeteorElf/FundusExpert
Context-Aware Pseudo-Label Scoring for Zero-Shot Video Summarization,82afe8d5cf94a8ef9b2a168a3c13f8078cb95cdb,https://github.com/wuyuanli60-svg/Context-Aware-Pseudo-Label-Scoring-for-Zero-Shot-Video-Summarization
Continuous Monitoring of Mental Health through Streaming Machine Learning with Counterfactual Explanations,b4dca58060ebd61fd579cc27a5746c6b7831b2aa,https://holaserenia.com/terminos-y-condiciones-de-uso
Continuous Monitoring of Mental Health through Streaming Machine Learning with Counterfactual Explanations,b4dca58060ebd61fd579cc27a5746c6b7831b2aa,https://holaserenia.com/politica-de-privacidad
Contrastive Learning-Enhanced Chain-of-Thought Optimization for Complex Table Question Answering,aa19c34ccc890bc745c0c5085fc22995e35ccb57,https://github.com/zixuanzou52-beep/CL-CoT
Conversational health agents: a personalized large language model-powered agent framework,77a17c8eb3016223da8c7be4c1dcd4d379de63ef,https://github.com/Institute4FutureHealth/CHA
Conversational health agents: a personalized large language model-powered agent framework,77a17c8eb3016223da8c7be4c1dcd4d379de63ef,https://opencha.com
Convolutional Set Transformer,c48ffa8ca499062b7d1e7722d1a053688a8bcc51,https://github.com/chinefed/convolutional-set-transformer
CoPRS: Learning Positional Prior from Chain-of-Thought for Reasoning Segmentation,0548647fbdb4b329e9c1ca883f251f81452161d7,https://github.com/ZhenyuLU-Heliodore/CoPRS.git
CoTox: Chain-of-Thought-Based Molecular Toxicity Reasoning and Prediction,53094e706741eb16b6b4b12bb9314902edae1217,https://github.comJdmis-lab/CoTox
CoT-PL: Visual Chain-of-Thought Reasoning Meets Pseudo-Labeling for Open-Vocabulary Object Detection,0b28389f2cae456489254afa4c2391fff5cf475a,https://github.com/hchoi256/cotpl
Count-Based Approaches Remain Strong: A Benchmark Against Transformer and LLM Pipelines on Structured EHR,9131c2d1e51c2584146192748eb419c7002fd27b,https://github.com/cristea-lab/Structured_EHR_Benchmark
CPJ: Explainable Agricultural Pest Diagnosis via Caption-Prompt-Judge with LLM-Judged Refinement,f538c19b55113608fc45901196b91b48843a1a3a,https://github.com/CPJ-Agricultural/CPJ-Agricultural-Diagnosis
Cross-Granularity Representations for Biological Sequences: Insights From ESM and BiGCARP,af672a4753e46a50eae2306690771a0e33de7184,https://github.com/Nugkta/cgrep
CultureScope: A Dimensional Lens for Probing Cultural Understanding in LLMs,97801a5f25055f449fecdf3b2c8f2847ae7ca85e,https://github.com/HoganZinger/Culture
Curved Inference: A Guide to Geometric Interpretability,a76febbd4632667769ec6461cdf1e2a88de8a77e,https://github.com/robman/FRESH-model/tree/main/
CytoSAE: Interpretable Cell Embeddings for Hematology,8cd98974380ae73cd4b8fc9358825ebda32ad24c,https://github.com/dynamical-inference/cytosae
DANet a lightweight dilated attention network for malaria parasite detection,6f8a310ee2fcc5fa6d29f4e7997c91dab3c22ed3,https://github.com/asfakali/DANet
DBGT-PLA: Dual-Branch Graph-Transformer Fusion for Interpretable Protein- Ligand Affinity Prediction.,729c7bf004f53bea53bb4efc4e6f71c27f3865f9,https://github.com/wangwying/DBGT-PLA
DeAR: Dual-Stage Document Reranking with Reasoning Agents via LLM Distillation,82f332471a2ed95224bb35220430b1fe115811a2,https://github.com/DataScienceUIBK/DeAR-Reranking.}
Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?,c56be4f1ee454f491470976c3f1dc859e0c668e8,https://github.com/deeplearning-wisc/debate-or-vote
Decoding Covert Speech from EEG by Functional Areas Spatio-Temporal Transformer.,195f5264303f254584f7c553599f734c7e8bd510,https://github.com/Jiang-Muyun/FAST
Deductive Chain-of-Thought Augmented Socially-aware Robot Navigation World Model,ac883799544b4bf1abd90b80bd46dcfa60dbcfa7,https://sites.google.com/view/NaviWM
DeepAries: Adaptive Rebalancing Interval Selection for Enhanced Portfolio Selection,2182f98c7a2d88a3cb32e25d9a3d2ed342cc6094,https://deep-aries.github.io/
DeepAries: Adaptive Rebalancing Interval Selection for Enhanced Portfolio Selection,2182f98c7a2d88a3cb32e25d9a3d2ed342cc6094,https://github.com/dmis-lab/DeepAries
DeepDICI: Accurately Predicting Drug-Ion Channel Interactions via Deep Learning with Dynamic Structural Features,dc387e4aeca2409c853c494927fc6fb7873146c0,https://github.com/CSUBioGroup/DeepDICI
DeepEPI: CNN-transformer-based model for extracting TF interactions through predicting enhancer-promoter interactions,7bebbaee6546599f8b27d5fb14e97282092145aa,https://github.com/nazanintbtb/DeepEPI.git
Deep Features Based on Contrastive Fusion of Transformer and CNN for Semantic Segmentation,d60bdf4fe997aca9a90e95e8ddfe68472bb23e97,https://github.com/
DeepLogit: A sequentially constrained explainable deep learning modeling approach for transport policy analysis,b00a81ccf0e9cd2cc6438c427cabf1c4404650e8,https://github.com/jeremyoon/route-choice/
DeepMoLM: Leveraging Visual and Geometric Structural Information for Molecule-Text Modeling,c041bb61af5ead8b3813a608998a549a824fc61d,https://github.com/1anj/DeepMoLM
DeepPGDB: A novel paradigm for AI-guided interactive plant genomic database,8754718a9101963bc2007d8e4a852042b537f290,https://www.deeppgdb.chat
DeepSieve: Information Sieving via LLM-as-a-Knowledge-Router,9b686b1e665bef5588ea587009be14b7dc17c346,https://github.com/MinghoKwok/DeepSieve
DeepSIX at ACM MM 2025 Grand Challenge: Enhancing Context Text Processing for Multimodal Hallucination Detection and Fact Verification,e1b52a81e5287dffb37d6fb31009e5c55ae271db,https://github.com/JAIST-DeepSIX/ACMMM25
DeepTx: Real-Time Transaction Risk Analysis via Multi-Modal Features and LLM Reasoning,e15b7f9229830aa7d49cff4c3d5ed4783755de71,https://youtu.be/4OfK9KCEXUM
Defending Large Language Models Against Jailbreak Attacks via In-Decoding Safety-Awareness Probing,340ff53b72cb3abb0fd7f9ec36cb3a1a2ba21c0a,https://github.com/zyz13590/SafeProbing
Demo: Statistically Significant Results On Biases and Errors of LLMs Do Not Guarantee Generalizable Results,4cafc240af61879709d35eab897cc03829e1a5ed,https://github.com/BBN-E/medic-neurips-2025-demo
Detecting Intent Drift in Continuous Conversation via Temporal Transition Accumulation,65e3774515fa9be792d59ebc004dafeb7d821129,https://github.com/FDHTJ/DriftHunter
DEXTER: Diffusion-Guided EXplanations with TExtual Reasoning for Vision Models,07c7f73f9f291c521603cd9fad514c219fb26d6b,https://github.com/perceivelab/dexter
DEXTER-LLM: Dynamic and Explainable Coordination of Multi-Robot Systems in Unknown Environments via Large Language Models,83dadecb4090306032e8500fa75bbefc0438543d,https://tcxm.github.io/DEXTER-LLM/
DFAMS: Dynamic-flow guided Federated Alignment based Multi-prototype Search,033c4bc3bece283efbee144bb16b49d19de9214d,https://anonymous.4open.science/r/DFAMS/
DiagramEval: Evaluating LLM-Generated Diagrams via Graphs,7b85c652f9751e7ea21959492109866a2d72b3a2,https://github.com/ulab-uiuc/diagram-eval
DialBench: Towards Accurate Reading Recognition of Pointer Meter using Large Foundation Models,f868781caddba19a3d07c4113882630c24f201b8,https://github.com/Event-AHU/DialBench
Differential Attention for Multimodal Crisis Event Analysis,1606a8ba6f1e57897cf8e4569059c99d55c54cec,https://github.com/Munia03/Multimodal_Crisis_Event
Diffusion Beats Autoregressive in Data-Constrained Settings,17f341034ec4437c84e0b66b016d26c8f65fa500,https://diffusion-scaling.github.io
Dino2-DR: A Trustworthy and Explainable Vision Transformer for Cross-Domain Diabetic Retinopathy Grading,377b858dc138fd629256138506f17b602c12cb77,https://github.com/CASALab-Unisa/Dino2-DR
Discovering Transformer Circuits via a Hybrid Attribution and Pruning Framework,ba4f571c2c40b0f387abebdce2322b71304945b9,https://anonymous.4open.science/r/HAP-circuit-discovery
DistillCaps: Enhancing Audio-Language Alignment in Captioning via Retrieval-Augmented Knowledge Distillation,fc91115022e135f573400ea3e13677955ebced56,https://github.com/pgthinh/DistillCaps
DL3M: A Vision-to-Language Framework for Expert-Level Medical Reasoning through Deep Learning and Large Language Models,a7d57d471898fa6c5d7b3bc5fc60388e45884532,https://github.com/souravbasakshuvo/DL3M
DNACSE: Enhancing Genomic LLMs with Contrastive Learning for DNA Barcode Identification †,5dfb2c26fdc2f97102e2e8de0d7a76d7cc09f475,https://github.com/Kavicy/DNACSE
DNA-DetectLLM: Unveiling AI-Generated Text via a DNA-Inspired Mutation-Repair Paradigm,82f2decbb0c3b376366e8b6df42fdef131330063,https://github.com/Xiaoweizhu57/DNA-DetectLLM
DocThinker: Explainable Multimodal Large Language Models with Rule-based Reinforcement Learning for Document Understanding,699537af7649039c1cb5150baecbadab1f3d0584,https://github.com/wenwenyu/DocThinker
Domain-Specific Knowledge Graphs in RAG-Enhanced Healthcare LLMs,a4fb1de1031eee2316fb8f7741beb5cb332d7f5d,https://github.com/sydneyanuyah/RAGComparison
Don't Blind Your VLA: Aligning Visual Representations for OOD Generalization,5444dd08c9b57e0c4dc9d26464af5d2908aa92b6,https://blind-vla-paper.github.io
Don't Pass@k: A Bayesian Framework for Large Language Model Evaluation,e2b514fa2bbb991fab69024ed5cc40c529a973b2,https://github.com/mohsenhariri/scorio
Do You Trust Me? Cognitive-Affective Signatures of Trustworthiness in Large Language Models,5575484509011fefca6a3fcae615ee2ea04d216c,https://github.com/GerardYeo/TrustworthinessLLM
DPAT: Dual-Path Alignment Transformer for Enhanced miRNA-mRNA Target Prediction via Cross-Modal Fusion,6ee54fcc677a356738e0809310ca459981e2c9e2,https://github.com/DPATcodebase/DPAT
Draft and Refine with Visual Experts,83ea1546d259d3f1058cc85abf3262d8addf2d1f,https://github.com/EavnJeong/Draft-and-Refine-with-Visual-Experts
"DRPG (Decompose, Retrieve, Plan, Generate): An Agentic Framework for Academic Rebuttal",cd69d1cf236151ea59c9ff042dbd15c280ee9a73,https://github.com/ulab-uiuc/DRPG-RebuttalAgent
Drug Repositioning Based on Expert Knowledge Augmented Graph Neural Network.,9739eaf3be84ffc33e5277075c3b77ee45f33649,https://github.com/csubigdata-Organization/DReKGNN
Drug Review Sentiment Analysis: Applying Transformer-Based Models for Enhanced Healthcare,a709fd6585726d48970051d0fac266ad4cd9cd11,https://archive.ics.uci.edu/dataset/461/drug+review+dataset+druglib+com
Drug Review Sentiment Analysis: Applying Transformer-Based Models for Enhanced Healthcare,a709fd6585726d48970051d0fac266ad4cd9cd11,https://github.com/imabhi01/sentiment-analysis-dissertation
DTECT: Dynamic Topic Explorer & Context Tracker,99456d0357e7250a4af9a7712af861122f524426,https://github.com/AdhyaSuman/DTECT
DualSG: A Dual-Stream Explicit Semantic-Guided Multivariate Time Series Forecasting Framework,141f504dcaaa8502463f794a977091ba99831a96,https://github.com/BenchCouncil/DualSG
Dual vision transformer with bio-inspired optimization for explainable keratoconus classification,ed8f86231c4c9ee3670068161dd5908bd9bcc6ec,https://www.kaggle.com/datasets/elmehdi12/keratoconus-detection
DV-VLN: Dual Verification for Reliable LLM-Based Vision-and-Language Navigation,822d7398804cd0344878c9152e6196b510714262,https://github.com/PlumJun/DV-VLN
DyG-RAG: Dynamic Graph Retrieval-Augmented Generation with Event-Centric Reasoning,b5227e675fce4cb8f46564f175ad0d4b2c3e0014,https://github.com/RingBDStack/DyG-RAG
Dynamic Reflections: Probing Video Representations with Text Alignment,a2884dc4208c2fba6be2430175cb7db070ebd6a6,https://video-prh.github.io/
Dynamic Scoring with Enhanced Semantics for Training-Free Human-Object Interaction Detection,a9a7bf3bd221e343e19dfd14a3fc492d35cbc5ae,https://github.com/francescotonini/dysco
DyNAS-DDI: Dynamic Pairwise Architecture Search for Generalizable Drug-Drug Interaction LLM,70720e80305f68389aa8c2279effb5ac777b41f5,https://github.com/EkkoXiao/DyNAS-DDI
ECG-Expert-QA: A Benchmark for Evaluating Medical Large Language Models in ECG,941fd759ca9798a57b8bed1f20d9a00aa187a4e9,https://github.com/Zaozzz/ECG-Expert-QA
ECG-FM: an open electrocardiogram foundation model,c464c9bcf18edadc95edd294100fa5f5311948d3,https://github.com/bowang-lab/ECG-FM/
EduAdapt: A Question Answer Benchmark Dataset for Evaluating Grade-Level Adaptability in LLMs,7f35d10faeb2e7b976b9be56484e87ab00c873f0,https://github.com/NaumanNaeem/EduAdapt
EduGuardBench: A Holistic Benchmark for Evaluating the Pedagogical Fidelity and Adversarial Safety of LLMs as Simulated Teachers,e30046c263be0dd5d7102c7c6cfb9f5066b2975c,https://github.com/YL1N/EduGuardBench
EduMod-LLM: A Modular Approach for Designing Flexible and Transparent Educational Assistants,5bbc9928b4bb8210f1992069ead83c52df575337,https://chancharikmitra.github.io/EduMod-LLM-website/
EDVD-LLaMA: Explainable Deepfake Video Detection via Multimodal Large Language Model Reasoning,03c09d92444ac608eb5920ef95b0f2f757e18be7,https://11ouo1.github.io/edvd-llama/
Efficiency-Effectiveness Reranking FLOPs for LLM-based Rerankers,ef2c734899525fd172513605559ac2c9209c2cd8,https://github.com/zhiyuanpeng/EER-FLOPs.}
Efficient Knowledge Probing of Large Language Models by Adapting Pre-trained Embeddings,691a98d12b1a15e3bac08554c9fa9c8a12b5d9cb,https://github.com/claws-lab/peek
Efficiently Reconstructing Dynamic Scenes One D4RT at a Time,cdfc8b7ca3cdfe8fab34dce9b60d33433f557dfe,https://d4rt-paper.github.io/
EH-Benchmark Ophthalmic Hallucination Benchmark and Agent-Driven Top-Down Traceable Reasoning Workflow,771a09af06c85acb60c01939f08f4de7ff079ed3,https://github.com/ppxy1/EH-Benchmark
Embodied Assistant: Robot Mobility Operations Guided by Open Vocabulary in Open Environments Utilizing LLM,363a3c445e37cfa657e315cc4f82d5c06c2630b4,https://embodied-assistant.github.io/embodied-assistant.github.io
"EMMM, Explain Me My Model! Explainable Machine Generated Text Detection in Dialogues",1e989e87df03233888413292e1e4d1e5697e2c9d,https://github.com/AngieYYF/EMMM-explainable-chatbot-detection
EMMPREDMLsub: multi-label prediction of mRNA subcellular localization based on the ESM2 large language model and MMDO-MDPU resampling strategy.,917b23d52521490a797a14acec8df464a27d2a0c,http://www.emmpredmlsub.com
"EmoDETective: Detecting, Exploring, and Thinking Emotional Cause in Videos",0216321fce6bad6b228bab21068ddeb2a9c332c2,https://github.com/Listever/EmoDETective/
Emotion-Qwen-VL: A Fully Fine-Tuned Multimodal Large Language Model for Micro-Expression Visual Question Answering,9fcc27c91f7ef5fa9e2a2d7f2437046499c4a9b5,https://github.com/2308623956/MEGC2025
EmotionThinker: Prosody-Aware Reinforcement Learning for Explainable Speech Emotion Reasoning,97ec5ad7a58f9318b1ca4d14e3533add47c9ac5b,https://github.com/dingdongwang/EmotionThinker
Enabling Stroke-Level Structural Analysis of Hieroglyphic Scripts without Language-Specific Priors,ce6273dd64d3d63ccafe32cf90723a01c3e64034,https://github.com/THUNLP-MT/HieroSA
EndoFinder: Online Lesion Retrieval for Explainable Colorectal Polyp Diagnosis Leveraging Latent Scene Representations,cf95d2e0e0b05630e818b2a61b4b32744e7cc140,https://github.com/ku262/EndoFinder-Scene
Enhancing accuracy and explainability in colorectal lesion classification with attention-supervised Vision Transformers.,b2986a1ecdc7e6c8a9f10e13d46b4bb9a98a7585,https://github.com/LucaCarlini/SUNDatasetPretraining
Enhancing Agentic Autonomous Scientific Discovery with Vision-Language Model Capabilities,0e969ba73605d381204e951b70c38dc2b13ffbb9,https://github.com/CMBAgents/cmbagent
Enhancing Interpretability of Ocular Disease Diagnosis: A Zero-Shot Study of Multimodal Large Language Models.,b9c421008bc52002f8b6a331f0a6a21301094550,https://github.com/YatingPan/ocular-llm-explainability
Enhancing Navigational Scene Understanding using Integrated Language Models in Maritime Environments,311df022ac91af78cd2489e80b82456fa9961635,https://yeongha-shin.github.io/vlmllm-maritime/
Enhancing the Interpretation of Skin Lesion Diagnosis: Concept Adaptive Fine-Tuning of Vision-Language Models.,2b72ce56c43d26cbe1db76d871df07745022b10e,https://github.com/zjmiaprojects/CptAFT
EnrichGT: a comprehensive R-based tool for functional genomics enrichment analysis based on large language models,52bf546035b76d16447d3a17d1898b24511ce350,https://github.com/saezlab/CollecTRI
EnrichGT: a comprehensive R-based tool for functional genomics enrichment analysis based on large language models,52bf546035b76d16447d3a17d1898b24511ce350,https://saezlab.github.io/progeny/
Enzyme Engineering Database (EnzEngDB): a platform for sharing and interpreting sequence–function relationships across protein engineering campaigns,d6757c183cbbbbe353afdf532c0fe0284022a8b9,http://enzengdb.org/
ESTR-CoT: Towards Explainable and Accurate Event Stream based Scene Text Recognition with Chain-of-Thought Reasoning,31f2cc6899755fc70ba61cf575817e5ee368b3d2,https://github.com/Event-AHU/ESTR-CoT
EUP: Enhanced cross-species prediction of ubiquitination sites via a conditional variational autoencoder network based on ESM2,7108d876ef888096ec8355bf28fc20402ecedbd1,https://eup.aibtit.com/
Evaluating Large Language Models for Detecting Antisemitism,cc132c140e5434f0f5e96219f0a020661ee42315,https://github.com/idramalab/quantify-llm-explanations
Evaluation Awareness Scales Predictably in Open-Weights Large Language Models,5f45af291865524bf992d921bfdff76dfb354d90,https://anonymous.4open.science/r/evaluation-awareness-scaling-laws/README.md
Evaluation of Vision-LLMs in Surveillance Video,9200574f2b8e142c1da32efcad40ac03c9544e29,https://github.com/pascalbenschopTU/VLLM_AnomalyRecognition
Even Heads Fix Odd Errors: Mechanistic Discovery and Surgical Repair in Transformer Attention,73ea7ad527f875b1c3610f3030fd53f05f45bbe3,https://github.com/gussand/surgeon
Evolutionary Profiles for Protein Fitness Prediction,5e43a9f29bb5ad66f1bdfb7f75a571aedccdd51b,https://github.com/aim-uofa/EvoIF
Explainable AI-Generated Image Detection RewardBench,b007b46605eb19cd92f352709cc469a5a9eaf02d,https://github.com/RewardBench/XAIGID-RewardBench
Explainable Deepfake Detection with RL Enhanced Self-Blended Images,038fb68ee9e308e13c125e66b71cafef48eb7174,https://github.com/deon1219/rlsbi
Explainable deep learning for rainfall prediction: A CNN-XGBoost hybrid approach in the northern region of Bangladesh,615b1ca97a7752dd657cb5ef1f000e4876a7f303,https://github.com/Shafi3397/Rainfall-Prediction-using-CNN-XGBoost
Explainable Machine Learning for Characterizing Unknown Molecular Structures in Infrared Spectra.,7dbb453a06036710a06276d582efffac66cbd1ed,https://github.com/ngs00/SSIN
Explainable Parkinsons Disease Gait Recognition Using Multimodal RGB-D Fusion and Large Language Models,0026867568c9b83f720b3a8a9f628ff6e215f9c8,https://github.com/manaralnaasan/RGB-D_parkinson-LLM
Explaining care need assessment surveys: qualitative and quantitative evaluation of state-of-the-art local and global explainable artificial intelligence methods,2a5ebb392b84cd72d292835aa552b6dd06bdd85c,https://github.com/oguzserbetci/explainer
Explaining the Unseen: Multimodal Vision-Language Reasoning for Situational Awareness in Underground Mining Disasters,e253683e27d7d3022536a329fc04e91f31c7d2cd,https://github.com/mizanJewel/Multimodal-Disaster-Situation-Explainer
Exploratory Analysis of the Regulation of Long Non-Coding RNA Transcription with Nucleotide Large Language Models,5b96af02d8a169b660234c8f0f43d48a4e542545,https://github.com/wangwe90/IncRNA-promoter-sequence-detection-dataset
Explore-Execute Chain: Towards an Efficient Structured Reasoning Paradigm,aa475f7900389f242dbe344c46e3474043759398,https://github.com/yks23/Explore-Execute-Chain.git
Exploring Layer-wise Information Effectiveness for Post-Training Quantization in Small Language Models,8d26a984287636848f801af78bea6b19a9259ac3,https://github.com/HeXiao-55/LieQ-official.git
Extracting Interaction-Aware Monosemantic Concepts in Recommender Systems,96d72a226dfaa48f2132eb6ed63a1ca26cb5ab2d,https://github.com/DeltaLabTLV/Monosemanticity4Rec
Extractive Fact Decomposition for Interpretable Natural Language Inference in one Forward Pass,c93448fa05eea835a3a08474fa1b2d95e67cf87c,https://jedi.nicpopovic.com
FACE: A General Framework for Mapping Collaborative Filtering Embeddings into LLM Tokens,28a321bbf2402c2668c2bbaafa2bc360d4914842,https://github.com/YixinRoll/FACE
Fake-in-Facext: Towards Fine-Grained Explainable DeepFake Analysis,4f4ad9d1c31d8bad6d4d242b96c73b2d827565c8,https://github.com/lxq1000/Fake-in-Facext
False Sense of Security: Why Probing-based Malicious Input Detection Fails to Generalize,b5611668b0cda3a8152ddb42e7aba33a00d659e1,https://github.com/WangCheng0116/Why-Probe-Fails
Falsifying Sparse Autoencoder Reasoning Features in Language Models,c10d8deb21b7d5c66a58d4b9dae8f97a2731ca15,https://github.com/GeorgeMLP/reasoning-probing
FAVOR 2.0: A reengineered functional annotation of variants online resource for interpreting genomic variation,71040a654fe0842556bfe19ef60db6f334bf51fe,http://favor.genohub.org
FedAdamW: A Communication-Efficient Optimizer with Convergence and Generalization Guarantees for Federated Large Models,e0e81f09d9c2c48640bc086339a140eec50e7187,https://github.com/junkangLiu0/FedAdamW
FGBench: A Dataset and Benchmark for Molecular Property Reasoning at Functional Group-Level in Large Language Models,30ec8e7ff4731232fd17f604bf88938d4ee32c36,https://github.com/xuanliugit/FGBench
FinGPT Agents: Reinforcement-Fine-Tuned LLMs for Financial Analytics,9e18384432103df407bd22d3c3fbd3ff13f9c35b,https://github.com/SatishChandraPhD/FinAI2025
FITS: Towards an AI-Driven Fashion Information Tool for Sustainability,f9f6c0dd8e2b4212e7a00ae2ad60a01c79949ab6,https://github.com/daphne12345/FITS
Following the Clues: Experiments on Person Re-ID using Cross-Modal Intelligence,b1cc1be91a5cbac5aefa0706c141328578af03be,https://github.com/RAufschlaeger/cRID
Following the TRACE: A Structured Path to Empathetic Response Generation with Multi-Agent Models,df3c046bd0472cf5f69b4aaeb5e68dbb6bcd3b21,https://anonymous.4open.science/r/TRACE-18EF/README.md
Foundation-Model-Based Action Selection for Behavior Trees in Navigation,45555a4a4ec425ad66c9aa091b06b8422d69110b,https://fab-nav.github.io/
Fractal Dimension of Resting-State EEG as a Biomarker for Autonomous Sensory Meridian Response (ASMR),c6e6b3a94069336e5554e926e205baea9f49518c,https://github.com/Shyamal-Dharia/Fractal-Dimension-of-Resting-State-EEG-as-a-Biomarker-for-Autonomous-Sensory-Meridian-Response-ASMR-GitHub
FRIT: Using Causal Importance to Improve Chain-of-Thought Faithfulness,eb6cfd141ac9e622354b363264b3755325328e05,https://github.com/Anut-py/frit}
From Explainable to Explained AI: Ideas for Falsifying and Quantifying Explanations,67ba4be6fd21ca37d5ab840000be6d672d7da269,https://github.com/nki-ai/x2x
From Fuzzy Speech to Medical Insight: Benchmarking LLMs on Noisy Patient Narratives,7d65085669857859363513628bcdbe77c9efdc84,https://github.com/lielsheri/PatientSignal
From Parameters to Performance: A Data-Driven Study on LLM Structure and Development,9c6e86d7709c42438102217ee7fb5f74189e9ea7,https://huggingface.co/datasets/DX0369/LLM-Structure-Performance-Dataset
From radiomics to transformers in pancreatic cancer detection and prognosis,05549c8dd814f8df72b41ed251caffd2be5f4125,https://doi.org/10.17605/OSF.IO/2DVHJ
From segmentation to explanation: Generating textual reports from MRI with LLMs,d6669aedcb75fa681f094dc285a1b729f1b28c2c,https://github.com/albertovalerio/from-segmentation-to-explanation
From Unlearning to UNBRANDING: A Benchmark for Trademark-Safe Text-to-Image Generation,a57b5abd20633d087feb3870ee09d174ee26657b,https://gmum.github.io/UNBRANDING/
FronTalk: Benchmarking Front-End Development as Conversational Code Generation with Multi-Modal Feedback,438e5e441d6c55de517273aa99bbd19f56dbd786,https://github.com/shirley-wu/frontalk
FRONTIER-RevRec: A Large-scale Dataset for Reviewer Recommendation,4cefad8ad8904c626ca67614e75e4098702003e5,https://www.frontiersin.org/
FRONTIER-RevRec: A Large-scale Dataset for Reviewer Recommendation,4cefad8ad8904c626ca67614e75e4098702003e5,https://anonymous.4open.science/r/FRONTIER-RevRec-5D05
Fusing Learning and Non-Learning: Hybrid CNN-Transformer Cooperative-Competitive Network for Underwater Image Enhancement,98d4f055100684ff8b75fc31487b7923c2ed9b67,https://github.com/jixun-dmu/Co2Net
Fusion_f5C-Pred: a dual-branch feature fusion framework for 5-formylcytosine modification sites prediction,c908f94008e0e2ceb1660acf3a65f2326f3d32b2,https://github.com/HuiCong123/Fusion_f5C-Pred
GaussianDWM: 3D Gaussian Driving World Model for Unified Scene Understanding and Multi-Modal Generation,82455a03ae9c51d78ecdbe026523b96982fa3590,https://github.com/dtc111111/GaussianDWM
GContextFormer: A global context-aware hybrid multi-head attention approach with scaled additive aggregation for multimodal trajectory prediction,bb39d2a4e80e31c13334827511d56967ef513b36,https://fenghy-chen.github.io/sources/
Generate to Ground: Multimodal Text Conditioning Boosts Phrase Grounding in Medical Vision-Language Models,a401b5d43df3467e585b5cf865d35696b1384264,https://github.com/Felix-012/generate_to_ground
Generative AI–Powered clinical decision support in germline predisposition to myeloid neoplasms,b5506efedd065ab5bf48f83ca9ec41b075c437ae,https://chatbot.codigorojo.tech/chatbots/26/
Generative Multi-modal Feedback for Singing Voice Synthesis Evaluation,827a4bd47c73abfa74e7b92cee7067c11505bd6a,https://github.com/opendilab/VocalCritic](https://github.com/opendilab/VocalCritic
Geo3DVQA: Evaluating Vision-Language Models for 3D Geospatial Reasoning from Aerial Imagery,015998f1dc216d1e9e950ea707093aac850cd273,https://github.com/mm1129/Geo3DVQA
Geometric Deep Learning for Protein-Ligand Affinity Prediction with Hybrid Message Passing Strategies.,0ccce4effad28d135cc5da542b500510011531c3,https://github.com/anxiangbiye1231/HybridGeo
Geo-R1: Improving Few-Shot Geospatial Referring Expression Understanding with Reinforcement Fine-Tuning,44ecf9a42eed36aecd4969df2ed6d72c0c8db856,https://github.com/Geo-R1/geo-r1
GeoSR: Cognitive-Agentic Framework for Probing Geospatial Knowledge Boundaries via Iterative Self-Refinement,c5ebffcea40e56d31d84879ae2630a7015663766,https://github.com/JinfanTang/GeoSR
GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,f1c0aad419cd942d5a135b47fcce58d101dbb3bd,https://github.com/gepa-ai/gepa
