papertitle,semanticscholarid,link
Multi-scale spatial-temporal transformer for traffic flow prediction,1bf5b48bfa39b93330d731457de49914ae37b1b6,https://github.com/whaaaa123/MSSTFormer
Multi-stage knowledge distillation with layer fusion-based deep learning approach for skin cancer classification,d378ead9219e4f567b89d437ffc48d971152236c,https://github.com/codewith-pavel/Optimizations
MUSON: A Reasoning-oriented Multimodal Dataset for Socially Compliant Navigation in Urban Environments,80ac9636bf9f36b269d70f6927f60d4b0a329dcf,https://huggingface.co/datasets/MARSLab/MUSON
MVQA-68K: A Multi-dimensional and Causally-annotated Dataset with Quality Interpretability for Video Assessment,bd11806dc6f9e62c3baa57558e9e58a8debce228,https://github.com/Controller01-ai/MVQA-68K
NeurIDA: Dynamic Modeling for Effective In-Database Analytics,3444d434b616d98b41ee6c561d11f78c6410fef6,https://github.com/Zrealshadow/NeurIDA
NeuroSleepNet: An Explainable Multi-Head Attention-Based Framework With Spatial and Multi-Scale Independent Temporal Context Learning for Automatic Sleep Stage Scoring,05bd13927a725b11bdd217c0e1386995314bab66,https://github.com/SiamDip/NeuroSleepNet
NeuS-QA: Grounding Long-Form Video Understanding in Temporal Logic and Neuro-Symbolic Reasoning,fa3f458226f84e6c5046b5b3ca2343e9e8d1507d,https://utaustin-swarmlab.github.io/NeuS-QA/
NLI4VolVis: Natural Language Interaction for Volume Visualization via LLM Multi-Agents and Editable 3D Gaussian Splatting,156b48a7a937fce1d66120c7bec47b218cbc50fa,https://nli4volvis.github.io/
Norm-Q: Effective Compression Method for Hidden Markov Models in Neuro-Symbolic Applications,1bde267ee59d121eda10ed37d75d7f0c7479ca85,https://github.com/superstarghy/Norm-Q
Object-Centric Vision Token Pruning for Vision Language Models,f028f9bb661b886eaba2e5fbcd4503d926f6878e,https://github.com/GarryLarry010131/OC-VTP
Oedipus and the Sphinx: Benchmarking and Improving Visual Language Models for Complex Graphic Reasoning,aa19653224e7988058ea6e39d76e8deb3ac6715e,https://huggingface.co/datasets/cistine/ReasonBench
OIG-Bench: A Multi-Agent Annotated Benchmark for Multimodal One-Image Guides Understanding,628a57d036e2f234cf1173b11d198691e95a0f4b,https://github.com/XiejcSYSU/OIG-Bench
OmniBench-RAG: A Multi-Domain Evaluation Platform for Retrieval-Augmented Generation Tools,7d9d05ddfc2937ccfc2ac3051db888ea97de7148,https://www.youtube.com/watch?v=BZx83QFcTCI
OmniBench-RAG: A Multi-Domain Evaluation Platform for Retrieval-Augmented Generation Tools,7d9d05ddfc2937ccfc2ac3051db888ea97de7148,https://github.com/Garnett-Liang/Omnibench-RAG
OmniHuman-1.5: Instilling an Active Mind in Avatars via Cognitive Simulation,c69cb39e8f8d822c23e2af7abfcb0378d48ad078,https://omnihuman-lab.github.io/v1_5/}
OmniPlay: Benchmarking Omni-Modal Models on Omni-Modal Game Playing,bc31fe1912f595a074328e6062cbc60cc0782ba1,https://github.com/fuqingbie/omni-game-benchmark
One Battle After Another: Probing LLMs' Limits on Multi-Turn Instruction Following with a Benchmark Evolving Framework,6ee31f84df04e402d1ee69154426b036bc5a669a,https://github.com/JiaQiSJTU/EvolIF
On Imbalance in Case Types: Evaluating and Enhancing PLMs for Criminal Court View Generation.,f1a1f0f865cecada8bf5caf35f80888d276513d4,https://yuquanle.github.io/Case-type-oriented-metrics-homepage/
On the Faithfulness of Visual Thinking: Measurement and Enhancement,e1fccc7225b6570d46441cb91ae065c8e5eaeaaf,https://github.com/EugeneLiu01/Faithful_Thinking_with_Image
OpenNav: Open-World Navigation with Multimodal Large Language Models,7b029ee31a511461c9d9e27e12aa068e0fc63aa4,https://trailab.github.io/OpenNav-website/
Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,bd0e152fb1dacf857077d2390f8816d81c6c06bb,https://github.com/CMBAgents/cmbagent
OpenView: Empowering MLLMs with Out-of-view VQA,016b124d152099e35edc44f32fe3e814585261b0,https://github.com/q1xiangchen/OpenView
Open-World Fine-Grained Fashion Retrieval with LLM-based Commonsense Knowledge Infusion,026f4dbf16ca1ea69cb047e2eaf65b464c1dd442,https://github.com/HuiGuanLab/CoKi
Organ-Aware Attention Improves CT Triage and Classification,dde39fe19fd16ee4467ed58798ee7ff596531f5a,https://github.com/lavsendahal/oracle-ct
PAHQ: Accelerating Automated Circuit Discovery through Mixed-Precision Inference Optimization,37da23167c32291cd8e91fe415d11a324b9a1223,https://github.com/626619403/PAHQ
ParaStyleTTS: Toward Efficient and Robust Paralinguistic Style Control for Expressive Text-to-Speech Generation,e3ec2740668cc28126516aa77dc2dfaa97574c8b,https://parastyletts.github.io/ParaStyleTTS_Demo/
ParaStyleTTS: Toward Efficient and Robust Paralinguistic Style Control for Expressive Text-to-Speech Generation,e3ec2740668cc28126516aa77dc2dfaa97574c8b,https://github.com/haoweilou/ParaStyleTTS
Parkinson's disease diagnostic support based on voxel fusion of resting BOLD signals and DTI features using multimodal pretraining.,0321bab771d1df63cf1cb95a8829c3a060551682,https://github.com/MAOmgg/DSTFP
"Parse, Align and Aggregate: Graph-driven Compositional Reasoning for Video Question Answering.",f5b448d713e0aba059b8b9317e82624dd33cf340,https://github.com/QPVA3/QPVA3-PAMI
PaTaRM: Bridging Pairwise and Pointwise Signals via Preference-Aware Task-Adaptive Reward Modeling,488bff49b04587b410caeeb587874a0fdde5e8a5,https://github.com/JaneEyre0530/PaTaRM
PathoRM: Computational inference of pathogenic RNA methylation sites by incorporating multi-view features,ffb9af3bda5f1aae3b939dc23d0f18a44460ffaa,https://github.com/jianiM/PathoRM
Performance of AI Chatbots on Head and Neck Pathology Board-Style Exam Questions and Guidelines for Responsible Use,784c39aab1aa8e2d16938243a7ab8be9f0431a32,https://eli5a.com/docs
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1037/bul0000219
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1037/0003-066X.55.5.469
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1007/s00127-008-0345-x
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1080/03075070903216643
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1146/annurev.psych.55.090902.141913
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1017/S0954579410000359
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1176/foc.8.2.foc165
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1037/0022-3514.93.6.1080
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1038/s41562-018-0307-6
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.3389/fpsyg.2022.854736
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.11648/j.ajtas.20160501.11
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1037/0003-066X.55.6.647
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1146/annurev.psych.55.090902.141456
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1016/j.paid.2011.02.018
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.7717/peerj.1
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://worldhappiness.report
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.63544/ijss.v4i3.163
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1016/j.jad.2011.03.023
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1007/s10902-013-9431-1
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1177/0022022105275959
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.5114/cipp.2021.107337
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.7717/peerj.18379
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.63544/ijss.v4i2.131
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.63544/ijss.v2i3.43
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1080/17439760701756946
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1016/S0191-8869(01)00087-3
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1080/00050067.2010.482109
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1037/0033-2909.134.1.138
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1037/hea0000475
Personality Traits and Life Satisfaction: The Mediating Role of Coping Styles among Pakistani University Students,81c483e8845a4259e12f2e3506ca02a303f1ad67,https://doi.org/10.1007/s11205-005-8208-2
PG3D-ViT: A Prompt-Guided 3D Vision Transformer for Medical Image Classification,81da2902d27ff67b4bff2cf62540ddf72ad9135a,https://github.comJUMED-P/PG3D-ViT
PhyDetEx: Detecting and Explaining the Physical Plausibility of T2V Models,286499ea8cf05560294d92cd1fcba8ce1ba2167d,https://github.com/Zeqing-Wang/PhyDetEx}{https://github.com/Zeqing-Wang/PhyDetEx}
Phys2Real: Fusing VLM Priors with Interactive Online Adaptation for Uncertainty-Aware Sim-to-Real Manipulation,4cb14d1979a171295bde972f7591a47b24be26bb,https://phys2real.github.io/
Physics-Informed Mobility Perception Networks for Origin-Destination Flow Prediction,3e6220bd578a106dfaa7c9f3a5ee9213b5f0a67e,https://github.com/xuesong-wu/PI-MPN
piRNA-Disease Association Prediction via the Fusion of BERT and Graph Neural Network,c305b499f11a9db480ff704e0499281c3e3bb9eb,https://github.com/He-EugeneIPDFBG
PIST-Net: A Multimodal Deep Learning Framework for Red Giant Stellar Parameter Estimation,9d5c4ca943fd37d3178b5ac9fdfcdf24d9e7f009,https://github.com/yuexiuya1/PIST-Net
Pi-Transformer: A Physics-informed Attention Mechanism for Time Series Anomaly Detection,d7e0678f2e7eb39a7f38edd1bb2839d9f0c7fad1,https://github.com/sepehr-m/Pi-Transformer}
PixFoundation 2.0: Do Video Multi-Modal LLMs Use Motion in Visual Grounding?,b3c73f41bdd35002ef08923a501e7de1da50403f,https://github.com/MSiam/PixFoundation-2.0.git
Play by the Type Rules: Inferring Constraints for LLM Functions in Declarative Programs,2c3e3cf4ceb9d235b128273d549fe0b11525b811,https://github.com/parkervg/blendsql
PLiCat: decoding protein–lipid interactions by large language model,6b81e54ca7aa1603f413335a47b51d3e8f806c52,https://github.com/Noora68/PLiCat
PLiSAGE: enhancing protein-ligand interaction prediction with multimodal surface and geometry encoding,a5dfbe429db9d114e696f226ece5aad0c36ea922,https://github.com/catly/PLiSAGE
Pluggable Pruning with Contiguous Layer Distillation for Diffusion Transformers,f0e6d61fb3501eddb40fe1e7643c8f8d2255ccd3,https://github.com/OPPO-Mente-Lab/Qwen-Image-Pruning
‘Plugging the gap’: development of a plain language glossary for statistical methodology research,d704081d4a96439f48b07cab9e3be88841bde607,https://leicesterbrc.nihr.ac.uk/ppismart/ppismart-definitions/
‘Plugging the gap’: development of a plain language glossary for statistical methodology research,d704081d4a96439f48b07cab9e3be88841bde607,https://leicesterbrc.nihr.ac.uk/ppismart/ppismart-definitions/
Polarity-Aware Probing for Quantifying Latent Alignment in Language Models,b28926c7309c55473dde14330eb70f4035242931,https://github.com/SadSabrina/polarity-probing
Predicting and Reducing Wireless Customer Churn Using the AI2-Sriya Expert Index (SXI),4ead33af1a3cd6788d5056720103831755c83b5c,https://www.kaggle.com/datasets/abhinav89/telecom-customer
Predicting Task Performance with Context-aware Scaling Laws,43c2103fdb18b5782161f8c96fa98118c4899bd0,https://github.com/wang-research-lab/context-scaling
Predicting the Future by Retrieving the Past,42c1a4ce1a53d8ecb200305ae70f9ff0f546d624,https://github.com/ddz16/PFRP
PricingLogic: Evaluating LLMs Reasoning on Complex Tourism Pricing Tasks,0562c0556f84897a02c79edc83462e912b361200,https://github.com/EIT-NLP/PricingLogic
PRiSM: Benchmarking Phone Realization in Speech Models,ffc3b4c5d00fa1a3b1a34c19bcad59915954bd74,https://github.com/changelinglab/prism
Probabilistic Token Alignment for Large Language Model Fusion,4af359d06a1c750da0eb1bf11708a818ec17c263,https://runjia.tech/neurips_pta-llm/
Probing Latent Knowledge Conflict for Faithful Retrieval-Augmented Generation,0a266223efe4303e6b12c1f1810c868057715794,https://github.com/LinfengGao/CLEAR
Probing the Difficulty Perception Mechanism of Large Language Models,6866580f4106a0b0ee0b003ea41ae2cc9a085b75,https://github.com/Aegis1863/Difficulty-Perception-of-LLMs
Probing the effectiveness of World Models for Spatial Reasoning through Test-time Scaling,8f1f628cdeb7bc7ab6be70b7843063323592e0ac,https://github.com/chandar-lab/visa-for-mindjourney
PROTAC-Splitter: a machine learning framework for automated identification of PROTAC substructures,98e3a1eab3f185a607b0ef2b8a44529b98c19248,https://github.com/ribesstefano/PROTAC-Splitter
Protein Structure Tokenization via Geometric Byte Pair Encoding,24f6f71b8a0df8fd99fbcc92aea1ccb8c89d118a,https://github.com/shiningsunnyday/PT-BPE/
ProtFPreDTI: Drug-Target Interaction Prediction Study and LIME Interpretability Analysis Based on the ProtBERT Deep Language Model with Adaptive Fuzzy Sampling Strategy.,4bb06f49ab354b02f8606ef84fbe745fdfbe2567,https://github.com/flying-peanut/ProtFPreDTI
ProtGO: universal protein function prediction utilizing multi-modal gene ontology knowledge,86a50a2c574b4a5829fe7fe132b7ed51e89599bc,https://github.com/sunyatawang/ProtGO
ProtoMol: enhancing molecular property prediction via prototype-guided multimodal learning,89c780653b80c374b3c6c3bd755c81ba34dd901b,https://github.com/zky04/Protomol
Pursuing Minimal Sufficiency in Spatial Reasoning,37d8f66a10e437098252c98e4f51177dfe7a94cf,https://github.com/gyj155/mssr
PyFi: Toward Pyramid-like Financial Image Understanding for VLMs via Adversarial Agents,21c8f3c47dcf6d0fbe010fe44283654791c9da79,https://github.com/AgenticFinLab/PyFi
Q-Doc: Benchmarking Document Image Quality Assessment Capabilities in Multi-modal Large Language Models,34afe98291c04427f6b0576f8835797f2281c0a3,https://github.com/cydxf/Q-Doc
Qimai: a multi-agent framework for zero-shot DNA-protein interaction prediction,87a65cf0035bedfb9f618da7d992dca1110941a3,https://qimai.wanglab.ucsd.edu/
Quantum-Inspired Stacked Integrated Concept Graph Model (QISICGM) for Diabetes Risk Prediction,77ec69b35f95d69c30e3c6a96790960ac78128e8,https://github.com/keninayoung/QISICGM
QuickLAP: Quick Language-Action Preference Learning for Autonomous Driving Agents,7c4594bfe3634ae3b63bd443b0c98766467cd820,https://github.com/MIT-CLEAR-Lab/QuickLAP
RAD: Towards Trustworthy Retrieval-Augmented Multi-modal Clinical Diagnosis,8d0c3386130f31e215422ffa80c4ac69af192098,https://github.com/tdlhl/RAD
RAISE: A Unified Framework for Responsible AI Scoring and Evaluation,8ce7595e9df3cb6e9b48e0e295a2dc8f9fc3802a,https://github.com/raise-framework/raise
R-Capsule: Compressing High-Level Plans for Efficient Large Language Model Reasoning,15406a81820e157ebeb49ff8f92523b46220528a,https://anonymous.4open.science/r/Reasoning-Capsule-7BE0
ReAG: Reasoning-Augmented Generation for Knowledge-based Visual Question Answering,dc59c42a203475849383bfacde9855614fb4cb2a,https://github.com/aimagelab/ReAG
ReAL-AD: Towards Human-Like Reasoning in End-to-End Autonomous Driving,8e4b1d086301ff3a32d78ed5c883674ccb8a9f40,https://4dvlab.github.io/project_page/realad}{\texttt{4dvlab.github.io/project\_page/realad}}
REALM: An MLLM-Agent Framework for Open World 3D Reasoning Segmentation and Editing on Gaussian Splatting,f9543e18443878017fddfc5f93ea4f152457642e,https://ChangyueShi.github.io/REALM
Reasoning Beyond Literal: Cross-style Multimodal Reasoning for Figurative Language Understanding,4857971a354dbee181603e8d8306dcbed183f86b,https://github.com/scheshmi/CrossStyle-MMR
Reasoning-Enhanced Large Language Models for Molecular Property Prediction,5167a6ce7ebf3363f681f9a4c7e2ed9a7ab0ca44,https://anonymous.4open.science/r/MPPReasoner-12687
Reasoning Like Experts: Leveraging Multimodal Large Language Models for Drawing-based Psychoanalysis,dfae8c21d0d76a2cc008ed36ec0e011caaa2c4d3,https://github.com/YanbeiJiang/PICK
Reasoning Path and Latent State Analysis for Multi-view Visual Spatial Reasoning: A Cognitive Science Perspective,37551eb6269bd1b84b7c39d29654c5b0f0ad0011,https://huggingface.co/datasets/Xue0823/ReMindView-Bench
Reasoning Path and Latent State Analysis for Multi-view Visual Spatial Reasoning: A Cognitive Science Perspective,37551eb6269bd1b84b7c39d29654c5b0f0ad0011,https://github.com/pittisl/ReMindView-Bench
RedNote-Vibe: A Dataset for Capturing Temporal Dynamics of AI-Generated Text in Social Media,638a54dc637908afb4d32dffe94820c18bb93bdd,https://github.com/testuser03158/RedNote-Vibe
Regression in Earth Observation: Are vision–language models up to the challenge?,eabdd9fa9c8e29ebfaa251973f509d7e6af00027,https://github.com/zhu-xlab/VLM-for-EO-regression.git
RegScore: Scoring Systems for Regression Tasks,ca619f4b7771698c6414b9546b919a64911244ac,https://github.com/SanoScience/RegScore
Reinforcement Learning Fine-Tuning Enhances Activation Intensity and Diversity in the Internal Circuitry of LLMs,55963337e0e983130045eca9dafd13701db41000,https://github.com/tsinghua-fib-lab/llm_rl_probing_analysis
Reinforcement Learning-Guided Chain-of-Draft for Token-Efficient Code Generation,07529b3b3df643faf2a8461100bc548f9b3feef9,https://anonymous.4open.science/r/MultiCoD
"Reproducibility Study of ""XRec: Large Language Models for Explainable Recommendation""",3ea0937b2bfc1eea4893a755ac99dac80b3507fc,https://github.com/julianbibo/xrec-reproducibility
ResLysEmbed: a ResNet-based framework for succinylated lysine residue prediction using sequence and language model embeddings,572d018f635a7b92002ca0ee912279475c32af05,https://github.com/Sheldor7701/ResLysEmbed
Responsible Agentic Reasoning and AI Agents: A Critical Survey,32f6bdfec09376e8796def1c8129892da7f6d2a9,https://github.com/shainarazavi/Responsible-reasoning-agents
Rethinking Jailbreak Detection of Large Vision Language Models with Representational Contrastive Scoring,62c5dc650d49a8227a479bacbf416a20b072133f,https://github.com/sarendis56/Jailbreak_Detection_RCS
Rethinking LLM Human Simulation: When a Graph is What You Need,1aa59aa2c1570306bb5fe1fed4d105e6673ff6fc,https://github.com/schang-lab/gems
Retrieval-Augmented Generation Enhanced Domain-Adaptive Question Answering System for Radiation Biology,0999bf27089282983055588ef8c617e3e54f264f,https://www.biosino.org/radiation/
ReviewGraph: A Knowledge Graph Embedding Based Framework for Review Rating Prediction with Sentiment Features,d8f7259e3fdd8251a88f7be94af005382f223fe2,https://github.com/aaronlifenghan/ReviewGraph
ReViewQwen: An Explainable Vision-Language Model for Discrepancy Detection in Multimodal E-Commerce Reviews,51bc7fc1d8e8a80555ecfbd7aea3730d6382f459,https://github.com/domsoos/reviewqwen
ReVSeg: Incentivizing the Reasoning Chain for Video Segmentation with Reinforcement Learning,8b4abb949182d5c42ccf699f360463d364749600,https://clementine24.github.io/ReVSeg/
REX-RAG: Reasoning Exploration with Policy Correction in Retrieval-Augmented Generation,7cfd0d4507416b0843a9722ee7461ea4ff03f123,https://github.com/MiliLab/REX-RAG
RISE: Enhancing VLM Image Annotation with Self-Supervised Reasoning,e48878dcb77a6774838f86aa6b22fe402d2729ed,https://github.com/HSH55/RISE
Risk Assessment of Large Language Model Implementation in the Electric Power Sector of Ukraine,ee66082e6c30fd6eb37b7eb79582176b99dcd197,https://github.com/oleksandrkravchukatpimee/LLM-risks-evaluation/blob/3443a610d9b2f9a9f8db52b280f2f4fb247525c1/AHP.xlsx
Risk Assessment of Large Language Model Implementation in the Electric Power Sector of Ukraine,ee66082e6c30fd6eb37b7eb79582176b99dcd197,https://gist.github.com/taranowskiatpimee/174973d140a84da2b5c3b365a34f949c
RLBFF: Binary Flexible Feedback to bridge between Human Feedback & Verifiable Rewards,2bd466db24a0902268cf605860f41bb235d60ff1,https://huggingface.co/collections/nvidia/reward-models-10-2025
RMDNet: RNA-aware dung beetle optimization-based multi-branch integration network for RNA–protein binding sites prediction,b0960836570fc114fb6e70b549ac5d8a832dcbbb,https://github.com/cskyan/RMDNet
RottenReviews: Benchmarking Review Quality with Human and LLM-Based Judgments,3b045a4aafe6e15f0edf455d5aba97c79597e120,https://github.com/Reviewerly-Inc/RottenReviews
RRSECS: Referring remote sensing expression comprehension and segmentation,6e935bbef72e28ea16365661efc1f05d2e88c38b,https://github.com/IPIU-XDU/RSFM
RSCC: A Large-Scale Remote Sensing Change Caption Dataset for Disaster Events,b29d9127d3d357f83f20bdabfa109abd9db2b3c5,https://github.com/Bili-Sakura/RSCC
RSVLM-QA: A Benchmark Dataset for Remote Sensing Vision Language Model-based Question Answering,3f701e620517e38d0547fc569a8de943255932cb,https://github.com/StarZi0213/RSVLM-QA
RTGMFF: Enhanced fMRI-Based Brain Disorder Diagnosis via ROI-Driven Text Generation and Multimodal Feature Fusion,d1213aeb4ab310458a649b02e477233d85442878,https://github.com/BeistMedAI/RTGMFF
Rule2Text: A Framework for Generating and Evaluating Natural Language Explanations of Knowledge Graph Rules,ee9fd3a0258742d9126fdd21531262bf846f8554,https://github.com/idirlab/KGRule2NL
Safe-FedLLM: Delving into the Safety of Federated Large Language Models,59dd0d5d67aef2ecc5f1c141ade97a788c0e86ed,https://github.com/dmqx/Safe-FedLLM
SafeFix: Targeted Model Repair via Controlled Image Generation,d7682ab4e79c908190f897fcf5105b08e4895e6d,https://github.com/oxu2/SafeFix
SAFER: Probing Safety in Reward Models with Sparse Autoencoder,38a858d491358347fabdbdeea7d517116c3fa9b9,https://github.com/xzy-101/SAFER-code
SaFeR-VLM: Toward Safety-aware Fine-grained Reasoning in Multimodal Models,f3576fe0eef3c50077108c11a2a33a0f5a97aa2f,https://github.com/HarveyYi/SaFeR-VLM
SAGE: A Visual Language Model for Anomaly Detection via Fact Enhancement and Entropy-aware Alignment,9e35522b4650864058381cc79f2ecd9877e3acca,https://github.com/amoreZgx1n/SAGE
SAKGR:Structure-Augmented Knowledge Graph Representations for Reasoning Over Large Language Models in Medical Question Answering,44db536b74f4cbc85ca35c1f48e23858ffc1952f,https://github.com/deeomnjobs/sakgr
SAR-PMAE: Phase-Modulation-Guided Adversarial Example Generation for SAR Images,30ada34fda92259924a0811e1a242fc1c02136bf,https://github.com/muzhengcui/SAR-PMAE
SATrans-Net: Sparse Attention Transformer for EEG-based motor imagery decoding,1d085ff93aab9545c294798456a54f4c1933160f,https://github.com/Jasmin-Tianhua/EEG-research_SATrans-Net
SAVE: Sparse Autoencoder-Driven Visual Information Enhancement for Mitigating Object Hallucination,e64ce2a17674441490216c1227dce0de5fc32f57,https://github.com/wiarae/SAVE
scIMGCN: an Automatic Single-Cell Type Annotation Method Based on Interpretable Graph Convolutional Network.,0e6478432b00c0fc4c8458f39a64c99eb84b7038,https://github.com/gladex/scIMGCN
scMapNet: Marker-based cell type annotation of scRNA-seq data via vision transfer learning with tabular-to-image transformations.,0e7e3eac15378ec221577af9453ca007fc6df262,https://github.com/Yuz7/scMapNet
SCRA-VQA: Summarized Caption-Rerank for Augmented Large Language Models in Visual Question Answering,11c5bf956262f40e7d647508e6330bc703aa9d7e,https://github.com/HubuKG/SCRA-VQA
ScreenCoder: Advancing Visual-to-Code Generation for Front-End Automation via Modular Multimodal Agents,3aa4a9184a2787b4a26a4f32949a868157c065ae,https://github.com/leigest519/ScreenCoder
Screen Detection from Egocentric Image Streams Leveraging Multi-View Vision Language Model.,58a37d39e3dbe74a33807a3c143dabc42206e97e,https://github.com/YGanLab/MV-VLM
SCVBench: A Benchmark with Multi-turn Dialogues for Story-Centric Video Understanding,d139f86fd8fe2524381a0d34192fea0c66e1e338,https://github.com/yuanrr/SCVBench
Seeing clearly with artificial intelligence: Brand and video measurement in focus,2f6f4930f55aa09bbbefc61b24dfdd455b2e84af,https://hstalks.com/business/
Semantic-Metric Bayesian Risk Fields: Learning Robot Safety from Human Videos with a VLM Prior,d2273a8709117a47648d715f288153a421088f31,https://riskbayesian.github.io/bayesian_risk/
Semantic Similarity in Radiology Reports via LLMs and NER,058bcbeee98b5723d6d51206c1c061e0faa2c235,https://github.com/otmive/llama_reports
ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants,dcf6f1a01a3d9ef5ebb6f6852d6cb6753bc52cf1,https://github.com/ShopAgent-Team/ShopSimulator
SIM-CoT: Supervised Implicit Chain-of-Thought,114d36118ab5ce4b06c63fd95cd79d86aef40f85,https://github.com/InternLM/SIM-CoT
Simulation to Rules: A Dual-VLM Framework for Formal Visual Planning,39b9880bd29a89a0af1d3718eb8a3c045c8e9a69,https://sites.google.com/view/vlmfp
SingLEM: Single-Channel Large EEG Model,6241da9f404b74891a91c2a1d9f33d6840808b7d,https://github.com/ttlabtuat/SingLEM
Singular Value Few-shot Adaptation of Vision-Language Models,dd9368c90f3f9e8440425c8d1c476eef1a7409d2,https://github.com/HealthX-Lab/CLIP-SVD
SMARTAPS: Tool-augmented LLMs for Operations Management,7e8ba01fcf8435512b75391fc78c155a130184ca,https://youtu.be/KtIrJjlDbyw
Smart Eyes for Silent Threats: VLMs and In-Context Learning for THz Imaging,136e93e24008502cd35e76096505ef631ca8edb9,https://github.com/Nicolas-Poggi/Project_THz_Classification/tree/main}{GitHub
SoK: a Comprehensive Causality Analysis Framework for Large Language Model Security,d9c9d3a06179155bbe94b8163082bbcc11e3bebe,https://github.com/Amadeuszhao/SOK_Casuality
